Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
8,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,6.0,+1.131 1'32.132,0.053,,228.272,Q1,,,
9,E. Ocon  Alpine,31,Alpine,Renault,4.0,+1.138 1'32.139,0.007,,228.255,Q1,,,
10,F. Alonso  Alpine,14,Alpine,Renault,5.0,+1.157 1'32.158,0.019,,228.208,Q1,,,
11,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,7.0,+1.180 1'32.181,0.023,,228.151,Q1,,,
12,C. Leclerc  Ferrari,16,Ferrari,Ferrari,8.0,+1.208 1'32.209,0.028,,228.081,Q1,,,
13,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,7.0,+1.721 1'32.722,0.513,,226.819,Q1,,,
14,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,7.0,+1.941 1'32.942,0.22,,226.283,Q1,,,
15,G. Russell  Williams,63,Williams,Mercedes,7.0,+2.059 1'33.060,0.118,,225.996,Q1,,,
16,N. Latifi  Williams,6,Williams,Mercedes,7.0,+2.061 1'33.062,0.002,,225.991,Q1,,,
17,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,7.0,+2.353 1'33.354,0.292,,225.284,Q1,,,
18,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,7.0,+2.553 1'33.554,0.2,,224.802,Q1,,,
19,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,7.0,+41.583 2'12.584,39.03,,158.625,Q1,,,
