Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
11,N. Latifi  Williams,6,Williams,Mercedes,53.0,+23.743 1:22'18.108,2.875,,223.606,Race,1.0,,
12,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,53.0,+24.621 1:22'18.986,0.878,,223.566,Race,2.0,,
13,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,53.0,+27.216 1:22'21.581,2.595,,223.449,Race,2.0,,
14,R. Kubica  Alfa Romeo,88,Alfa Romeo,Ferrari,53.0,+29.769 1:22'24.134,2.553,,223.333,Race,1.0,,
15,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,53.0,+51.088 1:22'45.453,21.319,,222.374,Race,1.0,,
dnf,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,41.0,+12 Laps 1:05'34.118,12 Laps,,217.058,Race,3.0,,Abandono
dnf,L. Hamilton  Mercedes,44,Mercedes,Mercedes,25.0,+28 Laps 36'32.235,16 Laps,,237.318,Race,1.0,,ColisiÃ³n
dnf,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,25.0,+28 Laps 36'53.748,21.513,,235.012,Race,1.0,,ColisiÃ³n
dnf,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,3.0,+50 Laps 5'20.349,22 Laps,,191.828,Race,1.0,,Abandono
dns,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,0.0,,,,,Race,,,Frenos
