Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
5,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,6.0,+0.534 1'56.559,0.119,,216.323,Q2,,,
6,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,7.0,+0.789 1'56.814,0.255,,215.85,Q2,,,
7,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,7.0,+0.861 1'56.886,0.072,,215.717,Q2,,,
8,G. Russell  Williams,63,Williams,Mercedes,8.0,+0.925 1'56.950,0.064,,215.599,Q2,,,
9,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,8.0,+1.102 1'57.127,0.177,,215.274,Q2,,,
10,E. Ocon  Alpine,31,Alpine,Renault,8.0,+1.329 1'57.354,0.227,,214.857,Q2,,,
11,C. Leclerc  Ferrari,16,Ferrari,Ferrari,8.0,+1.696 1'57.721,0.367,,214.187,Q2,,,
12,N. Latifi  Williams,6,Williams,Mercedes,8.0,+2.031 1'58.056,0.335,,213.579,Q2,,,
13,C. Sainz  Ferrari,55,Ferrari,Ferrari,7.0,+2.112 1'58.137,0.081,,213.433,Q2,,,
14,F. Alonso  Alpine,14,Alpine,Renault,8.0,+2.180 1'58.205,0.068,,213.31,Q2,,,
15,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,7.0,+2.206 1'58.231,0.026,,213.263,Q2,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,6.0,1'59.765,,,210.532,Q3,,,
2,G. Russell  Williams,63,Williams,Mercedes,7.0,+0.321 2'00.086,0.321,,209.969,Q3,,,
3,L. Hamilton  Mercedes,44,Mercedes,Mercedes,6.0,+0.334 2'00.099,0.013,,209.946,Q3,,,
4,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,6.0,+1.099 2'00.864,0.765,,208.617,Q3,,,
5,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,7.0,+1.170 2'00.935,0.071,,208.495,Q3,,,
6,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,6.0,+1.399 2'01.164,0.229,,208.101,Q3,,,
7,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,6.0,+2.347 2'02.112,0.948,,206.485,Q3,,,
8,V. Bottas  Mercedes,77,Mercedes,Mercedes,6.0,+2.737 2'02.502,0.39,,205.828,Q3,,,
9,E. Ocon  Alpine,31,Alpine,Renault,7.0,+3.748 2'03.513,1.011,,204.143,Q3,,,
10,L. Norris  McLaren F1,4,McLaren,Mercedes,2.0,,,,,Q3,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,1'59.765,,,210.532,Quali,,,
2,G. Russell  Williams,63,Williams,Mercedes,,+0.321 2'00.086,,,209.969,Quali,,,
3,L. Hamilton  Mercedes,44,Mercedes,Mercedes,,+0.334 2'00.099,,,209.946,Quali,,,
4,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,,+1.099 2'00.864,,,208.617,Quali,,,
5,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,,+1.170 2'00.935,,,208.495,Quali,,,
6,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+1.399 2'01.164,,,208.101,Quali,,,
7,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,,+2.347 2'02.112,,,206.485,Quali,,,
8,E. Ocon  Alpine,31,Alpine,Renault,,+3.748 2'03.513,,,204.143,Quali,,,
9,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,1'57.721,,,214.187,Quali,,,
10,N. Latifi  Williams,6,Williams,Mercedes,,1'58.056,,,213.579,Quali,,,
11,C. Sainz  Ferrari,55,Ferrari,Ferrari,,1'58.137,,,213.433,Quali,,,
12,F. Alonso  Alpine,14,Alpine,Renault,,1'58.205,,,213.31,Quali,,,
13,V. Bottas  Mercedes,77,Mercedes,Mercedes,,+2.737 2'02.502,,,205.828,Quali,,,
14,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+2.541 2'02.306,,,206.158,Quali,,,
15,L. Norris  McLaren F1,4,McLaren,Mercedes,,,,,,Quali,,,
16,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,,+2.648 2'02.413,,,205.978,Quali,,,
17,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,,+4.208 2'03.973,,,203.386,Quali,,,
18,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,,+5.174 2'04.939,,,201.813,Quali,,,
19,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,,1'58.231,,,213.263,Quali,,,
20,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,,+4.687 2'04.452,,,202.603,Quali,,,
1,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,1.0,3'27.071,,,119.611,Race,,13.0,
2,G. Russell  Williams,63,Williams,Mercedes,1.0,+1.995 3'29.066,1.995,,118.469,Race,,9.0,
3,L. Hamilton  Mercedes,44,Mercedes,Mercedes,1.0,+2.601 3'29.672,0.606,,118.127,Race,,8.0,
4,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,1.0,+4.496 3'31.567,1.895,,117.069,Race,,6.0,
5,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,1.0,+7.479 3'34.550,2.983,,115.441,Race,,5.0,
6,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,1.0,+10.177 3'37.248,2.698,,114.007,Race,,4.0,
7,E. Ocon  Alpine,31,Alpine,Renault,1.0,+11.579 3'38.650,1.402,,113.276,Race,,3.0,
8,C. Leclerc  Ferrari,16,Ferrari,Ferrari,1.0,+12.608 3'39.679,1.029,,112.746,Race,,2.0,
9,N. Latifi  Williams,6,Williams,Mercedes,1.0,+15.484 3'42.555,2.876,,111.289,Race,,1.0,
