Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
10,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,29.0,+0.992 1'24.796,0.04,,226.623,FP2,,,
11,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,30.0,+1.078 1'24.882,0.086,,226.394,FP2,,,
12,C. Sainz  Ferrari,55,Ferrari,Ferrari,34.0,+1.099 1'24.903,0.021,,226.338,FP2,,,
13,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,31.0,+1.216 1'25.020,0.117,,226.026,FP2,,,
14,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,23.0,+1.256 1'25.060,0.04,,225.92,FP2,,,
15,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,27.0,+1.339 1'25.143,0.083,,225.7,FP2,,,
16,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,30.0,+1.425 1'25.229,0.086,,225.472,FP2,,,
17,N. Latifi  Williams,6,Williams,Mercedes,30.0,+1.503 1'25.307,0.078,,225.266,FP2,,,
18,G. Russell  Williams,63,Williams,Mercedes,29.0,+1.554 1'25.358,0.051,,225.131,FP2,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,26.0,+1.676 1'25.480,0.122,,224.81,FP2,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,25.0,+1.894 1'25.698,0.218,,224.238,FP2,,,
1,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,19.0,1'30.447,,,212.464,FP3,,,
2,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,11.0,+0.164 1'30.611,0.164,,212.08,FP3,,,
3,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,13.0,+0.237 1'30.684,0.073,,211.909,FP3,,,
4,C. Sainz  Ferrari,55,Ferrari,Ferrari,22.0,+0.815 1'31.262,0.578,,210.567,FP3,,,
5,C. Leclerc  Ferrari,16,Ferrari,Ferrari,18.0,+1.096 1'31.543,0.281,,209.921,FP3,,,
6,F. Alonso  Alpine,14,Alpine,Renault,15.0,+1.098 1'31.545,0.002,,209.916,FP3,,,
7,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,17.0,+1.125 1'31.572,0.027,,209.854,FP3,,,
8,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,21.0,+1.534 1'31.981,0.409,,208.921,FP3,,,
9,V. Bottas  Mercedes,77,Mercedes,Mercedes,8.0,+1.549 1'31.996,0.015,,208.887,FP3,,,
10,E. Ocon  Alpine,31,Alpine,Renault,17.0,+1.642 1'32.089,0.093,,208.676,FP3,,,
11,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,21.0,+1.650 1'32.097,0.008,,208.658,FP3,,,
12,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,14.0,+1.664 1'32.111,0.014,,208.626,FP3,,,
13,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,23.0,+1.781 1'32.228,0.117,,208.361,FP3,,,
14,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,18.0,+1.823 1'32.270,0.042,,208.267,FP3,,,
15,L. Norris  McLaren F1,4,McLaren,Mercedes,18.0,+1.867 1'32.314,0.044,,208.167,FP3,,,
16,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,11.0,+2.901 1'33.348,1.034,,205.861,FP3,,,
17,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,14.0,+2.978 1'33.425,0.077,,205.692,FP3,,,
18,L. Hamilton  Mercedes,44,Mercedes,Mercedes,5.0,+3.189 1'33.636,0.211,,205.228,FP3,,,
19,N. Latifi  Williams,6,Williams,Mercedes,8.0,+5.234 1'35.681,2.045,,200.842,FP3,,,
20,G. Russell  Williams,63,Williams,Mercedes,2.0,,,,,FP3,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,11.0,1'24.585,,,227.189,Q1,,,
2,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,10.0,+0.007 1'24.592,0.007,,227.17,Q1,,,
3,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,10.0,+0.119 1'24.704,0.112,,226.87,Q1,,,
4,C. Leclerc  Ferrari,16,Ferrari,Ferrari,12.0,+0.284 1'24.869,0.165,,226.428,Q1,,,
5,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,10.0,+0.378 1'24.963,0.094,,226.178,Q1,,,
6,V. Bottas  Mercedes,77,Mercedes,Mercedes,11.0,+0.462 1'25.047,0.084,,225.955,Q1,,,
7,L. Norris  McLaren F1,4,McLaren,Mercedes,10.0,+0.553 1'25.138,0.091,,225.713,Q1,,,
8,F. Alonso  Alpine,14,Alpine,Renault,10.0,+0.589 1'25.174,0.036,,225.618,Q1,,,
9,C. Sainz  Ferrari,55,Ferrari,Ferrari,12.0,+0.592 1'25.177,0.003,,225.61,Q1,,,
10,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,10.0,+0.824 1'25.409,0.232,,224.997,Q1,,,
