Cla,Piloto,#,Chasis,Motor,Vueltas,Tiempo,Intervalo,NeumÃ¡ticos,Km/h,Sesión,Boxes,Puntos,Abandono
1,V. Bottas  Mercedes,77,Mercedes,Mercedes,,1'18.348,,,213.799,Quali,,,
2,L. Hamilton  Mercedes,44,Mercedes,Mercedes,,+0.007 1'18.355,,,213.78,Quali,,,
3,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,,+0.398 1'18.746,,,212.719,Quali,,,
4,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,,+0.542 1'18.890,,,212.331,Quali,,,
5,C. Sainz  Ferrari,55,Ferrari,Ferrari,,+0.691 1'19.039,,,211.93,Quali,,,
6,E. Ocon  Alpine,31,Alpine,Renault,,+0.694 1'19.042,,,211.922,Quali,,,
7,L. Norris  McLaren F1,4,McLaren,Mercedes,,+0.768 1'19.116,,,211.724,Quali,,,
8,C. Leclerc  Ferrari,16,Ferrari,Ferrari,,+0.958 1'19.306,,,211.217,Quali,,,
9,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,,+1.127 1'19.475,,,210.768,Quali,,,
10,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,,+1.311 1'19.659,,,210.281,Quali,,,
11,G. Russell  Williams,63,Williams,Mercedes,,+0.761 1'19.109,,,211.743,Quali,,,
12,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,,+0.868 1'19.216,,,211.457,Quali,,,
13,F. Alonso  Alpine,14,Alpine,Renault,,+1.108 1'19.456,,,210.818,Quali,,,
14,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,,+1.115 1'19.463,,,210.799,Quali,,,
15,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,,+1.464 1'19.812,,,209.878,Quali,,,
16,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,,+1.491 1'19.839,,,209.807,Quali,,,
17,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,,+1.565 1'19.913,,,209.612,Quali,,,
18,N. Latifi  Williams,6,Williams,Mercedes,,+1.937 1'20.285,,,208.641,Quali,,,
19,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,,+2.104 1'20.452,,,208.208,Quali,,,
20,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,,+2.564 1'20.912,,,207.024,Quali,,,
1,L. Hamilton  Mercedes,44,Mercedes,Mercedes,66.0,1:34'31.421,,,194.761,Race,3.0,25.0,
2,M. Verstappen  Red Bull Racing,33,Red Bull,Honda,66.0,+29.148 1:35'00.569,29.148,,193.765,Race,4.0,18.0,
3,V. Bottas  Mercedes,77,Mercedes,Mercedes,66.0,+33.530 1:35'04.951,4.382,,193.616,Race,4.0,16.0,
4,S. PÃ©rez  Red Bull Racing,11,Red Bull,Honda,66.0,+39.735 1:35'11.156,6.205,,193.406,Race,3.0,12.0,
5,L. Norris  McLaren F1,4,McLaren,Mercedes,66.0,+51.369 1:35'22.790,11.634,,193.013,Race,3.0,10.0,
6,C. Leclerc  Ferrari,16,Ferrari,Ferrari,66.0,+55.781 1:35'27.202,4.412,,192.864,Race,3.0,8.0,
7,E. Ocon  Alpine,31,Alpine,Renault,66.0,+1'03.749 1:35'35.170,7.968,,192.596,Race,3.0,6.0,
8,F. Alonso  Alpine,14,Alpine,Renault,66.0,+1'04.808 1:35'36.229,1.059,,192.56,Race,3.0,4.0,
9,D. Ricciardo  McLaren F1,3,McLaren,Mercedes,66.0,+1'15.369 1:35'46.790,10.561,,192.207,Race,3.0,2.0,
10,P. Gasly  Racing Bulls,10,AlphaTauri,Honda,66.0,+1'16.463 1:35'47.884,1.094,,192.17,Race,3.0,1.0,
11,C. Sainz  Ferrari,55,Ferrari,Ferrari,66.0,+1'18.955 1:35'50.376,2.492,,192.087,Race,3.0,,
12,A. Giovinazzi  Alfa Romeo,99,Alfa Romeo,Ferrari,65.0,+1 Lap 1:34'34.363,1 Lap,,191.708,Race,3.0,,
13,S. Vettel  Aston Martin Racing,5,Aston Martin,Mercedes,65.0,+1 Lap 1:34'39.629,5.266,,191.53,Race,3.0,,
14,L. Stroll  Aston Martin Racing,18,Aston Martin,Mercedes,65.0,+1 Lap 1:34'40.335,0.706,,191.506,Race,3.0,,
15,Y. Tsunoda  Racing Bulls,22,AlphaTauri,Honda,65.0,+1 Lap 1:34'56.537,16.202,,190.962,Race,3.0,,
16,G. Russell  Williams,63,Williams,Mercedes,65.0,+1 Lap 1:35'39.364,42.827,,189.537,Race,3.0,,
17,M. Schumacher  Haas F1 Team,47,Haas,Ferrari,64.0,+2 Laps 1:34'38.851,1 Lap,,188.607,Race,3.0,,
18,N. Latifi  Williams,6,Williams,Mercedes,64.0,+2 Laps 1:34'41.920,3.069,,188.505,Race,3.0,,
19,N. Mazepin  Haas F1 Team,9,Haas,Ferrari,64.0,+2 Laps 1:35'46.354,1'04.434,,186.391,Race,4.0,,
dnf,K. Raikkonen  Alfa Romeo,7,Alfa Romeo,Ferrari,1.0,+65 Laps 1'33.673,63 Laps,,168.368,Race,,,ColisiÃ³n
